Customer_ID,Full_Name,Email_Address,Country,State_Province,Preferred_Currency,Total_Revenue_2024_GHS
cust_874,Bolanle Cantrell,B_cantrell3@yahoo.com,SO,KwaZulu-Natal,GHS,13662.73
C875,Muthoni Stewart,muthoni76@gmail.com,Kenya,Nairobi,GHS,0.0
C876,Kemi Hernandez,K.hernandez@gmail.com,Nigeria,Lagos State,GHS,0.0
cust_877,Ada Rivera,adarivera@yahoo.com,Ghana,Central,GHS,1970.99
cust_878,Jane Hoffman,jane65@yahoo.com,Ghana,Greater Accra,GHS,0.0
C879,Funke Young,Funke.y@yahoo.com,Nigeria,Lagos State,GHS,9514.99
cust_880,Ruby Bruce,ruby28@gmail.com,Nigeria,Kano,GHS,13420.16
C1380,Zanele Gomez,ruby28@gmail.com,Nigeria,Lagos State,GHS,0.0
C882,Waceera Kelly,w_kelly6@gmail.com,Kenya,Kisumu,GHS,0.0
C883,Mia Dudley,m.dudley@yahoo.com,Kenya,Kisumu,GHS,0.0
C884,Ntombi Hunter,n_hunter9@yahoo.com,Ghana,Kumasi,GHS,5320.72
C885,Kanini Garrison,kaninigarrison@gmail.com,Nigeria,Rivers,GHS,7036.46
C886,Oluwatoyin Wilson,oluwatoyin48@outlook.com,South Africa,KwaZulu-Natal,GHS,7246.24
C887,Jane Gibbs,Janegibbs@gmail.com,Ghana,Greater Accra,USD,0.0
C888,Kukua Walker,kukua34@outlook.com,Ghana,Kumasi,NGN,2689.94
cust_889,Faith Brown,f_brown7@gmail.com,Ghana,Kumasi,GHS,0.0
C890,Bisi Hunt,bisihunt@outlook.com,Nigeria,Lagos State,GHS,10475.67
cust_891,Ava Flynn,a_flynn10@gmail.com,Ghana,Accra,USD,2238.43
cust_892,Mumbi Hanson,m_hanson5@gmail.com,Kenya,Nakuru,USD,0.0
C893,Boitumelo Nelson,boitumelo.n@gmaill.com,Nigeria,Kano,NGN,0.0
C894,Samantha Brooks,samanthabrooks@gmaill.com,NI,Lagos State,GHS,0.0
C895,Aba Allen,a_allen7@yahoo.com,Ghana,Greater Accra,GHS,0.0
cust_896,Fati Mendoza,fatimendoza@yahoo.com,South Africa,Western Cape,GHS,11604.51
C897,Dela Graham,Dela.g@gmaill.com,Ghana,Kumasi,GHS,0.0
C898,Waceera Miller,w.miller@gmail.com,South Africa,Gauteng,GHS,0.0
cust_899,Chiamaka Mitchell,c_mitchell5@gmaill.com,Ghana,Central,GHS,12113.46
C900,Nnenna Smith,NNeNNa.s@gmail.com,Ghana,Central,GHS,5290.34
C1400,Benta Ramirez,NNeNNa.s@gmail.com,NI,Abuja,USD,0.0
cust_902,Precious Green,p_green4@yahoo.com,GH,Kumasi,GHS,0.0
cust_903,Njoki Hammond,njoki.h@gmail.com,Nigeria,Kano,USD,10708.28
cust_904,Adewunmi Morales,adewunmi.m@gmail.com,Ghana,Accra,GHS,8934.9
cust_905,Golda Peterson,golda.p@gmail.com,Nigeria,Abuja,GHS,0.0
C906,Audrey Gonzalez,Audrey94@yahoo.com,Nigeria,Rivers,USD,8971.21
C907,Nompumelelo Bailey,Nompumelelobailey@yahoo.com,Kenya,Kisumu,GHS,0.0
C908,Bongi Turner,B.turner@yahoo.com,Ghana,Kumasi,GHS,0.0
cust_909,Quinn Edwards,quinnedwards@yahoo.com,Nigeria,Abuja,USD,0.0
C910,Sizakele Wallace,s.wallace@gmail.com,NI,Lagos State,GHS,4343.97
cust_911,Chebet Welch,chebetwelch@yahoo.com,NI,Abuja,NGN,7403.96
cust_912,Dzifa Collins,Dzifacollins@outlook.com,Kenya,Nairobi,NGN,7822.38
cust_913,Chloe Taylor,chloe.t@gmaill.com,Nigeria,Kano,NGN,0.0
cust_914,Comfort Brown,comfortbrown@yahoo.com,Nigeria,Kano,GHS,12204.13
C915,Yewande Schaefer,Y.schaefer@outlook.com,Ghana,Kumasi,GHS,0.0
cust_916,Funke Woods,funkewoods@outlook.com,Kenya,Kisumu,USD,0.0
cust_917,Zainab Flores,z_flores9@outlook.com,Ghana,Kumasi,GHS,3287.84
C918,Njoki Obrien,n.obrien@gmail.com,Ghana,Greater Accra,USD,7822.4
cust_919,Zawadi Rowe,Z.rowe@gmail.com,Ghana,Accra,GHS,5630.05
C920,Penelope Castillo,p.castillo@gmail.com,South Africa,KwaZulu-Natal,GHS,7304.83
C1420,Mavis Taylor,p.castillo@gmail.com,Ghana,Kumasi,GHS,11812.94
C922,Evelyn Griffith,E_griffith4@gmail.com,Ghana,Accra,GHS,10718.24
cust_923,Dzifa Douglas,Dzifa.D@gmaill.com,Nigeria,Kano,GHS,13026.45
cust_924,Zandile Rivera,zandile15@gmail.com,Nigeria,Abuja,GHS,1215.04
C925,Adwoa Alvarez,adwoa.a@gmail.com,Nigeria,Kano,GHS,0.0
cust_926,Jane Young,janeyoung@gmail.com,Ghana,Accra,GHS,0.0
cust_927,Esi Bowman,E_bowman3@gmail.com,Ghana,Greater Accra,GHS,5126.78
cust_928,Bisi Lawson,b.lawson@yahoo.com,Ghana,Accra,GHS,0.0
cust_929,Nomusa Wang,nomusawang@gmail.com,South Africa,Western Cape,GHS,0.0
cust_930,Araba Hall,arabahall@yahoo.com,Nigeria,Rivers,GHS,13394.75
cust_931,Jael Webb,jael.w@gmaill.com,Nigeria,Lagos State,NGN,11229.96
C932,Ama Allen,a_allen1@gmail.com,Ghana,Greater Accra,NGN,0.0
cust_933,Olivia Shaffer,olivia.s@yahoo.com,Ghana,Central,USD,9763.96
C934,Sizakele Middleton,Sizakele.m@gmail.com,Ghana,Kumasi,USD,12243.88
C935,Nnenna Medina,N.mediNa@yahoo.com,Kenya,Nakuru,GHS,3536.27
cust_936,Emily Avila,e.avila@gmaill.com,Nigeria,Kano,GHS,6601.35
cust_937,Mansa Moore,m.moore@gmail.com,Nigeria,Abuja,USD,14509.87
C938,Hazel Brown,H.brown@outlook.com,Ghana,Kumasi,GHS,0.0
cust_939,Wanjiru Jennings,wanjiru46@gmaill.com,GH,Accra,GHS,0.0
cust_940,Adewunmi Parker,adewunmiparker@gmail.com,Nigeria,Lagos State,GHS,0.0
C1440,Stella Harrison,adewunmiparker@gmail.com,Ghana,Accra,GHS,0.0
cust_942,Grace Gross,g.gross@yahoo.com,Kenya,Nairobi,GHS,370.58
C943,Thandeka Ford,t.ford@gmail.com,Nigeria,Lagos State,GHS,11009.64
C944,Achieng Hill,a_hill8@yahoo.com,Nigeria,Rivers,GHS,0.0
cust_945,Aisha Sherman,aisha.s@gmail.com,Nigeria,Lagos State,GHS,1302.83
cust_946,Waceera Williams,w_williams2@gmaill.com,Ghana,Central,GHS,9979.09
cust_947,Comfort Murphy,C.murphy@gmail.com,GH,Kumasi,USD,131.49
C948,Thandeka Patrick,thandekapatrick@gmail.com,Ghana,Kumasi,GHS,0.0
cust_949,Benta Ward,benta.w@gmail.com,Nigeria,Lagos State,USD,0.0
cust_950,Thato Padilla,t_padilla2@yahoo.com,Ghana,Central,GHS,10750.79
cust_951,Audrey Howell,a.howell@gmail.com,South Africa,KwaZulu-Natal,USD,5051.35
C952,Tosin Carter,tosin25@gmail.com,Ghana,Greater Accra,GHS,12046.34
cust_953,Jane Whitaker,j.whitaker@gmail.com,Kenya,Kisumu,USD,10277.34
cust_954,Hazel Sullivan,H_sullivan2@gmail.com,GH,Kumasi,GHS,13513.65
C955,Palesa Murray,palesa71@gmail.com,Nigeria,Abuja,GHS,0.0
cust_956,Ava Thompson,ava52@gmail.com,Nigeria,Rivers,NGN,73.5
C957,Fatima Lin,f_lin10@gmail.com,Kenya,Nairobi,GHS,11370.22
C958,Kgomotso Smith,k_smith9@gmail.com,South Africa,KwaZulu-Natal,GHS,3885.66
cust_959,Kikelomo Young,kikelomo93@gmaill.com,Ghana,Central,GHS,0.0
C960,Naomi Bennett,naomi54@gmail.com,Ghana,Central,NGN,0.0
C1460,Achieng Barron,naomi54@gmail.com,South Africa,Western Cape,GHS,4496.77
C962,Mumbi Nash,mumbi.n@gmail.com,GH,Kumasi,GHS,0.0
cust_963,Temitope Holmes,temitopeholmes@gmaill.com,NI,Lagos State,GHS,0.0
cust_964,Awuor Clark,A.clArk@outlook.com,Ghana,Accra,GHS,6646.93
cust_965,Jael Davis,J_davis4@gmaill.com,South Africa,Gauteng,GHS,6424.8
C966,Temitope Copeland,temitopecopeland@yahoo.com,Ghana,Accra,USD,0.0
cust_967,Ifeyinwa Brown,i.brown@gmail.com,Ghana,Kumasi,GHS,0.0
C968,Mwende Ruiz,m.ruiz@gmail.com,Nigeria,Abuja,USD,14395.28
C969,Lerato Brown,l.brown@gmaill.com,Ghana,Central,GHS,2884.72
C970,Sizakele Johnson,Sizakele24@gmail.com,Ghana,Accra,GHS,0.0
cust_971,Eno Huffman,e_huffman6@gmail.com,Nigeria,Rivers,GHS,488.54
cust_972,Willow Stewart,w.stewart@outlook.com,Ghana,Greater Accra,USD,1589.95
C973,Nyawira Stone,nyawira.s@gmail.com,Ghana,Central,GHS,0.0
C974,Thulisile Anderson,Thulisile61@gmail.com,Nigeria,Kano,GHS,14668.28
C975,Lauren Lewis,laurenlewis@gmail.com,NI,Rivers,GHS,10535.21
cust_976,Amondi Lawrence,A_lAwrence1@gmail.com,KE,Kisumu,GHS,0.0
C977,Abena Howard,AbenAhowArd@gmail.com,Nigeria,Kano,GHS,13434.48
cust_978,Atieno Calhoun,a.calhoun@gmail.com,Ghana,Kumasi,GHS,0.0
cust_979,Relebohile Stanley,relebohile.s@gmail.com,Nigeria,Kano,NGN,0.0
cust_980,Dzifa Diaz,dzifa38@gmail.com,Kenya,Nairobi,GHS,0.0
C1480,Madison Green,dzifa38@gmail.com,Ghana,Central,NGN,11662.0
C982,Oyindamola Mueller,o_mueller7@gmail.com,Ghana,Central,GHS,7895.28
C983,Akweley Turner,akweley24@outlook.com,Nigeria,Rivers,GHS,0.0
C984,Thato Green,thato.g@gmail.com,KE,Mombasa,USD,14802.02
C985,Abigail Diaz,a_diaz9@gmail.com,Ghana,Central,GHS,3504.38
C986,Simisola Wilson,simisola.w@outlook.com,Nigeria,Kano,USD,14173.59
C987,Precious Cross,precious.c@yahoo.com,Nigeria,Lagos State,USD,0.0
C988,Naomi Smith,naomi79@gmail.com,Kenya,Nairobi,GHS,0.0
C989,Esi Wall,esi.w@gmail.com,Ghana,Central,NGN,0.0
cust_990,Chinelo Boone,chineloboone@gmail.com,KE,Nakuru,GHS,11467.12
C991,Gifty Hudson,gifty.h@yahoo.com,South Africa,KwaZulu-Natal,NGN,0.0
cust_992,Ijeoma Scott,i.scott@gmail.com,Ghana,Accra,GHS,0.0
C993,Skylar Townsend,skylar80@gmail.com,Ghana,Accra,GHS,0.0
C994,Khanyisile Hernandez,K.hernandez@gmail.com,NI,Rivers,GHS,5171.62
C995,Adebimpe Greene,a.greene@yahoo.com,Ghana,Accra,GHS,13657.04
C996,Elizabeth Flores,elizabeth.f@gmaill.com,Nigeria,Rivers,GHS,0.0
cust_997,Sofia Anderson,s_anderson1@gmail.com,Ghana,Kumasi,GHS,0.0
cust_998,Wanjiru Cannon,wanjirucannon@gmaill.com,South Africa,Gauteng,GHS,11375.97
cust_999,Aurora Morrison,aurora59@yahoo.com,Ghana,Greater Accra,USD,11019.61
C1000,Skylar Norris,skylarnorris@yahoo.com,Nigeria,Abuja,GHS,1353.7
C1500,Muthoni Nelson,skylarnorris@yahoo.com,South Africa,KwaZulu-Natal,USD,12571.13
cust_1002,Zandile Hunter,zandilehunter@outlook.com,Nigeria,Lagos State,GHS,14437.27
C1003,Refilwe Cruz,r_cruz4@gmail.com,South Africa,Western Cape,GHS,0.0
cust_1004,Folake Harris,folake16@gmail.com,Ghana,Kumasi,GHS,2401.32
C1005,Scarlett Jones,scarlett86@gmaill.com,Ghana,Greater Accra,GHS,0.0
cust_1006,Temitope Alexander,t_alexander5@yahoo.com,Nigeria,Abuja,GHS,4069.12
C1007,Zandile Miller,zandile.m@gmail.com,Ghana,Central,GHS,0.0
C1008,Faith Adams,faith73@gmail.com,Kenya,Kisumu,USD,0.0
C1009,Camila Klein,C.klein@yahoo.com,Nigeria,Rivers,GHS,0.0
C1010,Emily Andersen,Emily.a@gmail.com,Kenya,Mombasa,GHS,0.0
cust_1011,Thandeka Contreras,T_conTreras4@gmail.com,Nigeria,Rivers,GHS,0.0
C1012,Zoe Andrews,zoe.a@yahoo.com,Ghana,Greater Accra,GHS,2178.07
C1013,Mawuena Mcguire,m.mcguire@yahoo.com,Ghana,Kumasi,GHS,12948.52
cust_1014,Yewande Watts,yewande89@gmaill.com,Nigeria,Kano,GHS,0.0
C1015,Fatima Davis,f.davis@gmail.com,Nigeria,Rivers,GHS,0.0
C1016,Nompumelelo Anderson,Nompumelelo78@yahoo.com,Ghana,Central,NGN,13844.4
C1017,Grace Beck,g_beck7@yahoo.com,Ghana,Kumasi,GHS,6481.4
C1018,Esther Thompson,estherthompson@gmail.com,Ghana,Accra,GHS,9466.68
cust_1019,Esi Price,esi.p@gmail.com,Africa,Gauteng,GHS,8793.05
cust_1020,Wambui Ward,w.ward@gmail.com,Nigeria,Kano,USD,11205.62
C1520,Willow Gallagher,w.ward@gmail.com,Ghana,Greater Accra,GHS,11372.33
cust_1022,Faith Sandoval,faith.s@yahoo.com,Ghana,Accra,GHS,10912.77
cust_1023,Quinn Lewis,Q.lewis@gmail.com,NI,Kano,GHS,12030.42
cust_1024,Harper Chandler,harper38@outlook.com,South Africa,KwaZulu-Natal,USD,10873.28
cust_1025,Emily Mcguire,E_mcguirE3@yahoo.com,GH,Greater Accra,GHS,0.0
C1026,Thembi King,thembiking@yahoo.com,Nigeria,Rivers,GHS,8573.16
C1027,Fatima Pierce,f_pierce9@gmail.com,Kenya,Nairobi,GHS,14553.36
C1028,Achieng Gibson,achieng.g@gmail.com,Ghana,Kumasi,GHS,6585.56
cust_1029,Benta Shepard,benta64@gmail.com,Kenya,Kisumu,GHS,5044.99
cust_1030,Wambui Gregory,wambui.g@gmail.com,Ghana,Central,GHS,0.0
cust_1031,Zawadi Davis,zawadi.d@yahoo.com,Ghana,Central,GHS,5054.7
cust_1032,Chebet Campbell,c_campbell1@yahoo.com,Nigeria,Abuja,GHS,13864.78
cust_1033,Wanjiku Cain,Wanjiku.c@gmail.com,Nigeria,Lagos State,GHS,0.0
cust_1034,Zandile Haney,zandile.h@gmail.com,GH,Accra,GHS,2966.57
C1035,Muthoni Hayes,muthonihayes@gmail.com,Ghana,Central,USD,2155.99
cust_1036,Selinah Lester,selinah.l@gmail.com,Kenya,Mombasa,GHS,9038.24
cust_1037,Folake Smith,folake47@gmail.com,Nigeria,Abuja,GHS,0.0
C1038,Thato Rasmussen,thato.r@gmail.com,Ghana,Greater Accra,GHS,11615.29
C1039,Kikelomo Galvan,kikelomo39@gmail.com,KE,Nakuru,GHS,2660.38
cust_1040,Moraa Brown,moraa62@outlook.com,Nigeria,Abuja,GHS,0.0
C1540,Awuor Singh,moraa62@outlook.com,GH,Kumasi,GHS,0.0
cust_1042,Ntombi Barnes,n.barnes@yahoo.com,Nigeria,Rivers,GHS,4416.84
C1043,Njoki Allen,n.allen@outlook.com,South Africa,KwaZulu-Natal,GHS,5387.54
C1044,Chiamaka Burke,Chiamaka20@gmail.com,Kenya,Mombasa,GHS,13783.96
C1045,Khanyisile Huffman,khanyisilehuffman@gmail.com,Nigeria,Abuja,GHS,227.86
C1046,Selina Morgan,S_morgan8@yahoo.com,SO,KwaZulu-Natal,GHS,2911.63
cust_1047,Oyindamola Martinez,o.martinez@gmail.com,Ghana,Accra,GHS,0.0
cust_1048,Ada Martinez,a.martinez@gmail.com,GH,Greater Accra,GHS,0.0
C1049,Ayanda Campbell,ayanda89@outlook.com,Ghana,Accra,GHS,13149.48
C1050,Folake Francis,f.francis@gmail.com,Kenya,Kisumu,GHS,4400.36
C1051,Wambui Hudson,wambui.h@gmail.com,Nigeria,Lagos State,GHS,235.77
C1052,Hazel Deleon,hazeldeleon@yahoo.com,Kenya,Kisumu,GHS,2933.22
C1053,Lesego Boone,L.boone@yahoo.com,Ghana,Greater Accra,GHS,0.0
cust_1054,Fati Sanders,F_sanders3@gmail.com,Nigeria,Lagos State,GHS,5919.72
cust_1055,Esi Deleon,e_deleon10@gmail.com,South Africa,Gauteng,USD,5081.86
cust_1056,Waceera Anderson,w_anderson4@gmail.com,Ghana,Greater Accra,GHS,1950.37
cust_1057,Naomi Dodson,naomidodson@outlook.com,Ghana,Central,USD,0.0
cust_1058,Oyinade Kim,oyinadekim@gmaill.com,Africa,Western Cape,GHS,0.0
C1059,Afua Nunez,afua.n@gmail.com,Kenya,Nakuru,GHS,5919.13
cust_1060,Fatima Vargas,fatima.v@gmaill.com,Nigeria,Lagos State,USD,5812.24
C1560,Lindiwe Gomez,fatima.v@gmaill.com,Ghana,Kumasi,GHS,0.0
C1062,Nompumelelo Sanchez,nompumelelo60@yahoo.com,South Africa,Gauteng,GHS,0.0
C1063,Abena Burnett,abenaburnett@outlook.com,Nigeria,Rivers,GHS,0.0
C1064,Cebile Murphy,cebile38@yahoo.com,GH,Kumasi,GHS,12624.25
cust_1065,Lindiwe Hernandez,L_hernandez7@outlook.com,Ghana,Kumasi,GHS,0.0
cust_1066,Selina Rosales,s.rosales@gmail.com,Nigeria,Kano,NGN,0.0
C1067,Aria Alvarado,aria.a@yahoo.com,Nigeria,Rivers,GHS,0.0
cust_1068,Benta Kramer,benta17@gmail.com,Nigeria,Kano,GHS,0.0
C1069,Cebile Brown,cebile7@yahoo.com,Ghana,Central,GHS,0.0
C1070,Hannah Vasquez,hannahvasquez@gmail.com,Nigeria,Lagos State,GHS,13509.53
cust_1071,Akosua Perez,a.perez@yahoo.com,Ghana,Central,GHS,3662.33
cust_1072,Naa Garrett,Naagarrett@gmail.com,Ghana,Accra,NGN,0.0
cust_1073,Akwele Parrish,akwele10@gmail.com,Ghana,Accra,GHS,7009.62
C1074,Thandeka Campbell,thandekacampbell@gmail.com,Nigeria,Lagos State,GHS,4617.91
cust_1075,Faith Johnson,f.johnson@gmail.com,South Africa,KwaZulu-Natal,GHS,0.0
cust_1076,Dzifa Burns,dzifa45@gmail.com,Nigeria,Abuja,GHS,11118.67
C1077,Achieng Harper,AchienghArper@gmail.com,Nigeria,Lagos State,NGN,0.0
cust_1078,Yewande Kaufman,Y_kaufman4@gmail.com,South Africa,KwaZulu-Natal,GHS,9469.61
cust_1079,Faith May,f.may@yahoo.com,Nigeria,Abuja,GHS,10251.01
C1080,Aba Mccarthy,a.mccarthy@gmail.com,Ghana,Accra,GHS,0.0
C1580,Thato Hodge,a.mccarthy@gmail.com,Ghana,Accra,USD,0.0
cust_1082,Chebet Calderon,chebet21@outlook.com,Ghana,Central,GHS,9525.38
cust_1083,Thandeka Parrish,thandekaparrish@gmail.com,Ghana,Kumasi,GHS,0.0
cust_1084,Ayanda Allen,AyAndA25@gmail.com,Ghana,Central,GHS,1852.51
C1085,Bisi Carlson,Bisicarlson@outlook.com,GH,Accra,USD,11049.94
cust_1086,Nompumelelo Taylor,nompumelelotaylor@gmail.com,Nigeria,Lagos State,GHS,8294.37
cust_1087,Amarachi Jimenez,amarachi.j@gmail.com,Ghana,Central,GHS,0.0
cust_1088,Zainab Johnson,zainabjohnson@yahoo.com,Nigeria,Kano,GHS,1162.49
C1089,Amondi Bell,a.bell@gmail.com,Ghana,Accra,USD,8036.14
cust_1090,Comfort Yang,comfort48@gmail.com,Nigeria,Kano,GHS,11642.07
C1091,Bongi Wells,b.wells@gmail.com,Nigeria,Kano,GHS,0.0
C1092,Ifeoma Becker,ifeomabecker@gmail.com,Nigeria,Rivers,USD,4233.25
cust_1093,Aurora Davis,aurora18@gmail.com,Ghana,Kumasi,GHS,0.0
C1094,Bongi Lee,Bongi.l@gmail.com,Ghana,Central,GHS,801.83
cust_1095,Thandeka Jones,thandeka.j@gmail.com,Ghana,Greater Accra,GHS,0.0
C1096,Sarah Brown,s_brown1@gmail.com,NI,Kano,GHS,0.0
C1097,Abena Scott,a_scott3@gmail.com,Nigeria,Kano,GHS,9544.12
C1098,Zoe Wood,z.wood@gmail.com,Ghana,Kumasi,GHS,9833.28
C1099,Adhiambo Young,a_young1@gmail.com,Ghana,Greater Accra,GHS,0.0
C1100,Esi Edwards,esi17@gmaill.com,Ghana,Central,GHS,0.0
C1600,Muthoni Williams,esi17@gmaill.com,Ghana,Accra,GHS,3325.59
C1102,Emma Haley,emma.h@yahoo.com,Nigeria,Kano,GHS,0.0
cust_1103,Lindiwe Barber,l_barber1@gmail.com,GH,Central,GHS,13532.42
C1104,Ada Washington,a.washington@gmail.com,KE,Nakuru,GHS,12106.1
cust_1105,Thandeka Jones,t_jones7@gmail.com,Ghana,Accra,USD,0.0
cust_1106,Abena Ross,a_ross2@gmaill.com,Nigeria,Kano,GHS,3737.61
cust_1107,Esther Robinson,esther33@gmail.com,South Africa,KwaZulu-Natal,GHS,0.0
C1108,Esther Washington,e.washington@gmail.com,Ghana,Greater Accra,GHS,0.0
cust_1109,Aisha Jennings,aisha23@gmail.com,Nigeria,Kano,GHS,8045.45
cust_1110,Brooklyn Miller,brooklyn.m@gmail.com,Ghana,Central,GHS,1211.85
C1111,Amondi Lee,a.lee@gmail.com,Nigeria,Kano,GHS,0.0
C1112,Aba Burton,a.burton@gmaill.com,Kenya,Nairobi,GHS,1885.25
C1113,Sophia Hernandez,S.hernandez@gmail.com,Ghana,Accra,GHS,8658.41
C1114,Olivia English,Olivia.e@yahoo.com,Nigeria,Rivers,GHS,7174.38
cust_1115,Isabella Li,isabella25@gmail.com,Nigeria,Abuja,GHS,12915.77
cust_1116,Jael Mann,J.mann@yahoo.com,South Africa,Gauteng,GHS,6461.44
cust_1117,Pumeza Clements,p_clements3@outlook.com,Ghana,Greater Accra,GHS,0.0
cust_1118,Ifeoma Mcgee,ifeomamcgee@gmail.com,Ghana,Accra,GHS,0.0
cust_1119,Awuor Davis,Awuor.d@gmail.com,Ghana,Accra,GHS,9590.85
cust_1120,Victoria Morrison,victoriamorrison@gmail.com,Ghana,Accra,NGN,6352.29
C1620,Aba Carrillo,victoriamorrison@gmail.com,Ghana,Central,GHS,0.0
C1122,Amondi Castillo,A.cAstillo@outlook.com,NI,Rivers,GHS,9823.08
cust_1123,Ava Reed,a.reed@gmail.com,Ghana,Central,GHS,0.0
C1124,Aba Crosby,a_crosby7@gmail.com,Ghana,Accra,GHS,6225.95
C1125,Naomi Lewis,naomi19@gmail.com,South Africa,Western Cape,GHS,0.0
C1126,Elizabeth Hines,elizabeth86@gmail.com,Ghana,Accra,GHS,7628.26
C1127,Camila Murphy,c.murphy@yahoo.com,Nigeria,Lagos State,USD,0.0
C1128,Jumoke Reese,J.reese@gmail.com,Ghana,Greater Accra,GHS,0.0
cust_1129,Naomi Dixon,naomidixon@yahoo.com,Nigeria,Lagos State,NGN,0.0
C1130,Esther Brooks,esther.b@gmail.com,Ghana,Greater Accra,GHS,7748.25
cust_1131,Dzifa Villa,d.villa@outlook.com,Nigeria,Rivers,GHS,12768.87
C1132,Rose Waters,r_waters2@gmail.com,Ghana,Central,GHS,0.0
C1133,Aba Dunn,a.dunn@gmaill.com,NI,Abuja,GHS,10102.24
cust_1134,Yaa Berger,Yaaberger@gmail.com,KE,Nakuru,GHS,13496.92
cust_1135,Adewunmi Tyler,adewunmityler@yahoo.com,Ghana,Kumasi,GHS,0.0
C1136,Khanyisile Cross,khanyisile.c@yahoo.com,Ghana,Kumasi,GHS,6681.59
C1137,Mavis White,maviswhite@outlook.com,Ghana,Central,GHS,0.0
cust_1138,Mansa Adkins,m.adkins@gmail.com,Ghana,Kumasi,GHS,12333.08
C1139,Cebile Martin,cebile.m@gmail.com,Nigeria,Kano,GHS,3618.48
cust_1140,Waceera Alexander,w.alexander@yahoo.com,Ghana,Kumasi,GHS,4799.55
C1640,Kanini Pacheco,w.alexander@yahoo.com,GH,Central,GHS,6549.38
cust_1142,Lesego Burton,lesegoburton@gmail.com,NI,Kano,USD,0.0
cust_1143,Kemi Turner,kemi.t@gmaill.com,Ghana,Kumasi,GHS,9306.63
C1144,Njoki Turner,N.turNer@gmail.com,South Africa,Gauteng,GHS,1247.42
C1145,Mavis Johnson,mavisjohnson@outlook.com,South Africa,Gauteng,GHS,10551.41
cust_1146,Hannah Hernandez,HannaH9@gmail.com,Ghana,Kumasi,GHS,0.0
cust_1147,Tari Warren,tariwarren@gmail.com,NI,Lagos State,GHS,13657.58
C1148,Akinyi Murray,akinyi46@gmaill.com,Ghana,Central,GHS,4585.39
C1149,Oyinade Erickson,O.ericksOn@gmail.com,Kenya,Kisumu,GHS,0.0
cust_1150,Nandi Davis,n_davis7@gmail.com,South Africa,Western Cape,GHS,4273.02
cust_1151,Esther Gray,EsthEr.g@gmail.com,Kenya,Mombasa,NGN,11586.64
C1152,Sofia Howell,sofia.h@gmail.com,Ghana,Central,GHS,14902.32
cust_1153,Nomusa Rodriguez,nomusa.r@gmail.com,Ghana,Accra,USD,13684.96
C1154,Nolwazi Palmer,nolwazi.p@gmail.com,Ghana,Central,GHS,0.0
C1155,Relebohile Mccall,relebohile.m@gmail.com,Nigeria,Lagos State,GHS,0.0
cust_1156,Aba Wong,A.wong@gmaill.com,Ghana,Central,GHS,11227.8
C1157,Ava Brock,a.brock@outlook.com,Nigeria,Abuja,GHS,3656.96
cust_1158,Eno Martinez,E_martinEz5@gmail.com,Nigeria,Lagos State,GHS,0.0
cust_1159,Lauren Johnson,l.johnson@yahoo.com,Ghana,Central,GHS,0.0
cust_1160,Audrey Evans,A_evAns7@yahoo.com,Ghana,Greater Accra,GHS,5368.66
C1660,Lindiwe Robertson,A_evAns7@yahoo.com,Ghana,Greater Accra,GHS,0.0
C1162,Amondi Roberts,amondiroberts@gmail.com,Nigeria,Lagos State,USD,3359.87
C1163,Wambui Flores,w_flores10@gmail.com,Ghana,Accra,GHS,0.0
C1164,Ayanda Ross,ayanda42@outlook.com,Ghana,Kumasi,GHS,10102.51
C1165,Abigail Lewis,a.lewis@gmail.com,Ghana,Kumasi,GHS,0.0
C1166,Ngozi White,Ngozi.w@gmail.com,Africa,Gauteng,USD,6895.43
C1167,Evelyn Garcia,EvElyn.g@gmail.com,Ghana,Central,GHS,0.0
C1168,Chloe Nelson,chloe16@gmail.com,Ghana,Central,GHS,0.0
C1169,Elena Oliver,elena31@gmail.com,Nigeria,Kano,GHS,6764.14
C1170,Olivia Brock,OliviabrOck@gmail.com,South Africa,Gauteng,NGN,0.0
C1171,Simaloi Cooley,s_cooley8@gmaill.com,South Africa,Gauteng,GHS,0.0
C1172,Ayanda Garcia,ayandagarcia@gmail.com,Nigeria,Abuja,GHS,0.0
C1173,Mansa Stanley,mansastanley@gmail.com,Ghana,Greater Accra,GHS,0.0
C1174,Isabella Aguilar,isabella27@gmaill.com,Nigeria,Kano,GHS,19.16
cust_1175,Chiamaka Salazar,c_salazar2@gmail.com,Kenya,Mombasa,GHS,14914.83
C1176,Benta Jones,bentajones@gmail.com,South Africa,KwaZulu-Natal,GHS,0.0
cust_1177,Thembi Gonzalez,t_gonzalez1@yahoo.com,Ghana,Kumasi,GHS,0.0
cust_1178,Leah Morales,l_morales8@gmail.com,South Africa,Gauteng,GHS,74.45
cust_1179,Zanele Warren,z.warren@outlook.com,Nigeria,Rivers,GHS,0.0
cust_1180,Awuor Forbes,Awuorforbes@gmail.com,Ghana,Central,GHS,0.0
C1680,Sofia Lopez,Awuorforbes@gmail.com,Nigeria,Rivers,NGN,2632.73
C1182,Lindiwe Taylor,L_tayLor9@gmail.com,KE,Nairobi,GHS,0.0
C1183,Palesa Lucas,palesalucas@gmail.com,GH,Central,USD,13581.43
cust_1184,Khensani Garrett,Khensanigarrett@gmaill.com,Kenya,Nairobi,GHS,0.0
